Ano,Mes,Chuva,Tmax,Tmin,Tmean
1988.0,5.0,43.400000000000006,23.3,3.8,14.103333333333333
1988.0,6.0,170.4,23.6,1.4,11.50357142857143
1988.0,7.0,49.50000000000001,29.7,1.8,12.803333333333331
1988.0,8.0,21.0,33.5,6.0,15.393333333333334
1988.0,9.0,234.49999999999997,27.1,4.1,15.637931034482758
1988.0,10.0,90.19999999999999,34.8,7.1,18.360000000000003
1988.0,11.0,130.1,33.3,10.0,20.706896551724135
1988.0,12.0,29.500000000000004,35.6,14.7,24.1
1989.0,1.0,175.89999999999998,36.1,16.2,24.586666666666662
1989.0,2.0,23.099999999999998,34.5,16.6,24.866666666666667
1989.0,3.0,128.6,34.5,12.8,23.33
1989.0,4.0,144.20000000000002,34.5,11.4,20.53793103448276
1989.0,5.0,61.800000000000004,28.6,7.4,16.533333333333335
1989.0,6.0,86.60000000000001,23.3,4.1,14.772413793103448
1989.0,7.0,98.39999999999999,25.6,3.5,12.363333333333335
1989.0,8.0,78.60000000000001,30.8,3.5,15.763333333333334
1989.0,9.0,145.29999999999998,27.1,5.1,15.706896551724139
1989.0,10.0,72.9,32.0,7.1,18.14333333333333
1989.0,11.0,101.30000000000001,33.6,11.1,21.24827586206897
1989.0,12.0,43.9,35.2,12.8,24.216666666666672
1990.0,1.0,64.0,38.1,12.1,24.866666666666667
1990.0,2.0,164.2,36.4,17.3,24.538461538461533
1990.0,3.0,72.80000000000001,34.6,9.6,23.249999999999996
1990.0,4.0,188.1,31.8,9.0,21.217241379310344
1990.0,5.0,41.1,27.2,3.7,15.403333333333334
1990.0,6.0,112.1,23.5,3.1,12.344827586206895
1990.0,7.0,47.89999999999999,24.3,2.4,12.556666666666668
1990.0,8.0,20.8,30.5,1.1,15.610000000000001
1990.0,9.0,232.6,25.2,5.3,15.110344827586209
1990.0,10.0,245.50000000000003,32.9,10.7,20.779999999999998
1990.0,11.0,219.6,38.6,10.5,22.88275862068965
1990.0,12.0,152.5,35.6,13.1,22.36896551724138
1991.0,1.0,55.099999999999994,37.8,13.7,23.650000000000002
1991.0,2.0,82.1,36.5,12.9,23.937037037037037
1991.0,3.0,61.4,37.6,14.2,24.109999999999996
1991.0,4.0,210.29999999999998,33.7,6.9,20.51724137931035
1991.0,5.0,32.9,32.7,8.7,19.35666666666667
1991.0,6.0,103.4,30.0,4.3,15.379310344827585
1991.0,7.0,162.9,30.8,0.6,13.839999999999998
1991.0,8.0,104.3,29.4,1.3,16.39666666666667
1991.0,9.0,52.80000000000001,32.6,8.7,18.051724137931036
1991.0,10.0,78.2,38.2,8.4,20.406896551724138
1991.0,11.0,64.5,36.8,12.7,21.20344827586207
1991.0,12.0,124.89999999999999,36.4,16.0,24.77666666666666
1992.0,1.0,166.6,35.1,14.4,24.48333333333333
1992.0,2.0,82.89999999999999,37.2,18.0,25.93703703703704
1992.0,3.0,197.19999999999996,34.5,15.6,24.126666666666665
1992.0,4.0,165.0,32.9,11.8,20.56551724137931
1992.0,5.0,79.6,28.7,4.2,16.53333333333333
1992.0,6.0,118.4,30.9,5.2,16.56551724137931
1992.0,7.0,190.7,28.1,1.8,11.873333333333335
1992.0,8.0,63.49999999999999,30.8,1.8,14.146666666666667
1992.0,9.0,199.0,30.3,5.0,16.637931034482758
1992.0,10.0,95.4,35.7,5.8,19.529999999999998
1992.0,11.0,47.699999999999996,33.8,8.0,20.679310344827588
1992.0,12.0,68.6,38.4,13.0,23.073333333333334
1993.0,1.0,149.0,37.2,15.4,25.04
1993.0,2.0,82.2,33.3,15.2,23.487999999999996
1993.0,3.0,71.6,33.2,14.2,22.876666666666665
1993.0,4.0,34.7,33.8,9.0,21.69655172413793
1993.0,5.0,139.10000000000002,30.9,3.0,17.31666666666667
1993.0,6.0,102.69999999999999,26.5,1.4,13.648275862068964
1993.0,7.0,197.6,30.5,-0.2,13.106666666666667
1993.0,8.0,11.799999999999999,31.0,1.0,14.293333333333335
1993.0,9.0,70.8,25.3,5.4,15.689655172413794
1993.0,10.0,125.8,35.9,9.0,20.19666666666667
1993.0,11.0,175.10000000000002,34.7,12.8,22.182758620689658
1993.0,12.0,198.29999999999998,36.5,12.6,23.383333333333336
1994.0,1.0,74.2,34.9,13.0,23.843333333333337
1994.0,2.0,251.0,35.0,16.2,23.611538461538462
1994.0,3.0,136.29999999999998,33.5,12.6,22.617241379310343
1994.0,4.0,128.70000000000002,33.6,8.4,19.085714285714285
1994.0,5.0,103.89999999999999,31.5,8.4,19.251724137931028
1994.0,6.0,132.39999999999998,30.0,2.0,14.224137931034482
1994.0,7.0,156.89999999999998,30.5,0.4,14.95666666666667
1994.0,8.0,147.9,31.5,4.5,15.106666666666666
1994.0,9.0,31.8,38.0,7.0,18.43793103448276
1994.0,10.0,222.8,33.2,9.0,19.543333333333333
1994.0,11.0,77.8,33.0,11.8,20.948275862068964
1994.0,12.0,101.60000000000001,39.5,13.8,25.226666666666667
1995.0,1.0,87.7,36.2,17.0,25.006666666666668
1995.0,2.0,84.30000000000001,34.6,13.0,23.566666666666666
1995.0,3.0,58.4,33.6,13.0,23.020000000000003
1995.0,4.0,84.99999999999999,34.6,8.1,19.69310344827586
1995.0,5.0,64.9,27.9,6.0,16.176666666666666
1995.0,6.0,181.4,30.2,3.2,14.341379310344827
1995.0,7.0,239.10000000000002,30.7,4.9,16.176666666666666
1995.0,8.0,141.9,33.3,0.3,15.655172413793103
1995.0,9.0,169.89999999999995,33.0,4.4,16.67241379310345
1995.0,10.0,87.7,34.4,8.4,18.355172413793102
1995.0,11.0,56.4,36.3,10.8,22.59310344827586
1995.0,12.0,136.7,39.0,13.2,24.18666666666667
1996.0,1.0,161.10000000000002,36.6,16.3,24.306666666666665
1996.0,2.0,85.80000000000001,34.8,12.7,24.2
1996.0,3.0,88.1,31.9,15.2,23.120000000000005
1996.0,4.0,74.4,35.2,9.6,21.055172413793105
1996.0,5.0,0.1,28.8,8.0,17.173333333333336
1996.0,6.0,158.10000000000002,29.0,2.8,12.513793103448275
1996.0,7.0,24.700000000000003,23.5,1.6,11.203333333333337
1996.0,8.0,136.4,33.6,4.8,15.516666666666664
1996.0,9.0,134.1,31.0,5.0,15.851724137931035
1996.0,10.0,186.19999999999996,33.0,10.9,19.83
1996.0,11.0,93.7,35.0,13.1,22.33448275862069
1996.0,12.0,111.50000000000001,36.1,15.8,24.003448275862073
1997.0,1.0,62.400000000000006,37.2,17.4,25.813333333333336
1997.0,2.0,125.99999999999999,35.2,16.9,24.448148148148146
1997.0,3.0,48.8,33.6,11.6,22.40333333333334
1997.0,4.0,63.3,32.8,8.6,20.2
1997.0,5.0,63.7,28.8,4.8,16.869999999999997
1997.0,6.0,171.79999999999998,30.4,1.6,14.420689655172414
1997.0,7.0,103.5,29.4,3.2,15.139999999999997
1997.0,8.0,185.0,33.3,4.8,16.703333333333333
1997.0,9.0,51.4,28.0,7.1,17.106896551724137
1997.0,10.0,261.5,33.9,11.8,18.99666666666667
1997.0,11.0,121.5,32.2,13.2,21.22758620689655
1997.0,12.0,197.0,36.0,15.8,24.52333333333333
1998.0,1.0,129.6,37.6,15.0,24.110344827586207
1998.0,2.0,120.00000000000001,31.8,13.8,23.725925925925928
1998.0,3.0,147.69999999999996,35.3,11.6,22.273333333333333
1998.0,4.0,97.9,29.3,11.6,19.993103448275864
1998.0,5.0,147.29999999999995,29.2,9.7,16.62
1998.0,6.0,44.400000000000006,26.0,4.8,13.796551724137935
1998.0,7.0,236.9,26.6,6.2,15.363333333333333
1998.0,8.0,146.29999999999998,25.2,6.8,15.879999999999997
1998.0,9.0,137.5,29.0,8.0,16.47241379310345
1998.0,10.0,44.4,34.0,10.0,19.473333333333336
1998.0,11.0,47.39999999999999,34.8,11.0,21.382758620689653
1998.0,12.0,134.60000000000002,34.7,14.0,22.740000000000002
1999.0,1.0,99.60000000000001,36.4,14.4,24.613333333333333
1999.0,2.0,80.4,34.8,15.5,23.73703703703703
1999.0,3.0,53.0,36.7,16.2,25.17666666666667
1999.0,4.0,162.2,32.5,8.4,18.931034482758616
1999.0,5.0,110.9,29.6,7.7,16.22666666666667
1999.0,6.0,151.89999999999998,25.6,4.4,13.706896551724139
1999.0,7.0,156.69999999999996,25.5,6.0,14.073333333333332
